,bike_name,price,kms_driven,owner,age,power,city_code,brand_code
463,Bajaj V15 150cc,60000,3500,0,4,150,1,6
464,Hero Splendor iSmart,40000,15000,0,4,110,1,5
465,Royal Enfield Classic,133000,8000,0,4,350,1,1
466,Bajaj Discover 100M,25000,33000,0,7,100,0,6
467,Suzuki Gixxer SF,99999,5500,0,3,150,2,7
468,Honda CBR 250R,130000,14500,1,8,250,1,4
469,Hero HF Dawn,25000,40688,0,5,100,0,5
470,Bajaj Pulsar 220F,75000,15000,0,4,220,1,6
471,Bajaj Pulsar 180cc,53000,10000,0,5,180,1,6
472,Suzuki Slingshot Plus,25000,16801,0,6,125,1,7
473,Bajaj Pulsar 150cc,46500,21342,0,5,150,0,6
474,Mahindra Centuro Rockstar,18999,38669,2,6,110,10,10
475,Mahindra Centuro 110cc,17800,10000,0,8,110,81,10
476,Bajaj Pulsar 180cc,52000,17000,0,4,180,1,6
477,Honda CB Hornet,70000,13500,0,4,160,0,4
478,Yamaha YZF-R15 2.0,85000,7350,0,5,150,16,3
479,Royal Enfield Classic,150000,4000,0,2,350,1,1
480,Royal Enfield Classic,115000,27000,0,5,350,82,1
481,Honda CBR 150R,93200,6500,0,5,150,9,4
482,KTM Duke 390cc,155000,21250,0,5,390,2,9
483,Bajaj Pulsar RS200,78000,16000,0,6,200,1,6
484,Royal Enfield Thunderbird,85000,12600,0,7,350,39,1
485,Bajaj Pulsar 150cc,43000,32000,0,5,150,1,6
486,TVS Apache RTR,50390,45949,0,4,160,0,0
487,Royal Enfield Classic,128700,15900,1,5,500,2,1
488,Harley-Davidson Street Rod,510000,5600,0,4,750,83,14
489,Yamaha FZ S,65000,33000,0,4,150,84,3
490,Honda CBR 150R,55000,2000,0,9,150,18,4
491,Royal Enfield Bullet,126000,6518,0,4,350,1,1
492,Hero Splendor Plus,53300,10000,0,2,100,1,5
493,Bajaj Pulsar NS200,76000,10000,0,4,200,1,6
494,Bajaj Dominar 400,140000,10200,0,4,400,3,6
495,Bajaj Discover 135cc,13600,87267,0,13,135,1,6
496,TVS Apache RTR,73000,2100,0,3,180,64,0
497,Bajaj Discover 125cc,17000,28130,1,8,125,2,6
498,Bajaj Discover 150cc,29000,39000,0,6,150,9,6
499,Suzuki Gixxer SF,49000,7500,0,5,150,1,7
500,Harley-Davidson Street 750,371100,6300,1,5,750,10,14
501,Bajaj Discover 100M,30000,7334,0,7,100,61,6
502,Bajaj Avenger Street,70000,3400,0,4,150,35,6
503,Royal Enfield Classic,131000,9900,0,4,350,1,1
504,Bajaj Pulsar NS160,65000,7000,0,4,160,1,6
505,Hero Splendor Plus,65000,2600,0,2,100,1,5
506,Royal Enfield Bullet,96000,24000,0,5,350,1,1
507,Bajaj Pulsar 150cc,28500,30000,0,7,150,0,6
508,Bajaj Pulsar NS200,62400,8100,0,4,200,85,6
509,Royal Enfield Bullet,85000,34000,0,9,350,38,1
510,Bajaj Pulsar 150cc,66000,15000,0,2,150,1,6
511,TVS Apache RTR,85000,7000,0,2,160,9,0
512,Bajaj Discover 135cc,18551,21832,0,13,135,1,6
513,TVS Apache RTR,95000,13890,0,3,200,1,0
514,Bajaj Dominar 400,130000,8500,0,3,400,1,6
515,Royal Enfield Classic,98000,7300,0,7,350,9,1
516,Honda Livo 110cc,53400,1500,0,3,110,1,4
517,Bajaj Pulsar RS200,120000,8700,0,5,200,2,6
518,Honda CB Unicorn,58000,44580,0,5,160,10,4
519,Yamaha YZF-R15 2.0,97000,10473,0,3,150,48,3
520,Bajaj Platina Alloy,38000,29451,0,5,100,1,6
521,Bajaj Discover 125cc,24500,14324,0,6,125,0,6
522,KTM Duke 125cc,129000,1123,0,2,125,1,9
523,Bajaj Boxer BM150,20000,28000,0,9,150,9,6
524,Royal Enfield Classic,123000,900,0,4,350,28,1
525,Royal Enfield Bullet,62000,70000,0,14,350,11,1
526,Yamaha YZF-R15 2.0,82000,14180,0,7,150,2,3
527,Honda CB Shine,24500,26453,0,9,125,0,4
528,Yamaha FZ S,59300,9107,0,3,150,1,3
529,Hero Glamour 125cc,41000,35000,0,7,125,39,5
530,Yamaha FZ S,80000,6300,0,3,150,48,3
531,Royal Enfield Classic,93500,10100,1,7,500,9,1
532,Honda CBR 250R,130000,14500,1,8,250,1,4
533,KTM Duke 390cc,155000,21250,0,5,390,2,9
534,Bajaj Pulsar 220F,75000,15000,0,4,220,1,6
535,Suzuki Slingshot Plus,25000,16801,0,6,125,1,7
536,Bajaj Pulsar 180cc,53000,10000,0,5,180,1,6
537,TVS Apache RTR,50390,45949,0,4,160,0,0
538,Honda CBR 150R,93200,6500,0,5,150,9,4
539,Honda CBR 150R,55000,2000,0,9,150,18,4
540,Bajaj V15 150cc,43000,6336,0,4,150,48,6
541,Yamaha YZF-R15 2.0,82000,14180,0,7,150,2,3
542,Royal Enfield Classic,123000,900,0,4,350,28,1
543,Royal Enfield Bullet,62000,70000,0,14,350,11,1
544,KTM RC 390cc,150000,4981,0,6,390,52,9
545,Bajaj Discover 100cc,22500,25431,0,9,100,0,6
546,Yamaha FZ S,59300,9107,0,3,150,1,3
547,Bajaj Avenger Street,69000,15000,0,3,180,1,6
548,Bajaj Discover 125cc,24500,14324,0,6,125,0,6
549,Bajaj Pulsar NS200,75800,6500,0,3,200,1,6
550,Hero Glamour 125cc,41000,35000,0,7,125,39,5
551,Yamaha FZ S,80000,6300,0,3,150,48,3
552,Royal Enfield Classic,93500,10100,1,7,500,9,1
553,KTM Duke 125cc,129000,1123,0,2,125,1,9
554,Honda CB Shine,24500,26453,0,9,125,0,4
555,TVS Star City,30000,22000,0,9,110,1,0
556,Benelli TNT 300,225000,17300,0,6,300,86,8
557,Harley-Davidson Street 750,355000,7400,0,7,750,3,14
558,TVS Apache RTR,58000,14000,0,5,160,1,0
559,Bajaj Avenger Street,60000,10300,0,5,150,45,6
560,Suzuki Intruder 150cc,75200,16000,0,3,150,59,7
561,Royal Enfield Classic,130000,6200,0,4,350,2,1
562,Bajaj Pulsar 180cc,26900,20000,0,9,180,1,6
563,KTM Duke 200cc,145000,15000,0,4,200,2,9
564,KTM RC 390cc,154000,8000,0,6,390,3,9
565,Harley-Davidson Street 750,350000,5000,0,5,750,1,14
566,Royal Enfield Classic,105000,20000,0,6,350,52,1
567,BMW G 310,260000,8500,0,3,310,3,16
568,Royal Enfield Bullet,89900,20000,0,6,350,1,1
569,Hero Passion Pro,25000,16000,0,7,100,1,5
570,KTM Duke 390cc,220000,12500,0,3,390,10,9
571,KTM RC 390cc,150000,11500,0,5,390,3,9
572,Honda CBR 150R,60000,21000,1,6,150,3,4
573,Royal Enfield Thunderbird,110000,37000,0,7,500,11,1
574,Honda CB Trigger,42000,25868,0,8,150,87,4
575,Yamaha YZF-R15 150cc,106000,4508,0,4,150,3,3
576,Bajaj Pulsar 150cc,34000,17501,0,10,150,10,6
577,Honda CB Hornet,55000,25000,0,5,160,88,4
578,Kawasaki Ninja 650,526300,12000,0,3,650,7,11
579,Bajaj Platina 100cc,41000,15800,0,4,100,9,6
580,Royal Enfield Thunderbird,110000,37000,0,7,500,11,1
581,Honda CB Trigger,42000,25868,0,8,150,87,4
582,Harley-Davidson Street 750,350000,5000,0,5,750,1,14
583,Royal Enfield Classic,105000,20000,0,6,350,52,1
584,Benelli TNT R,785000,2900,0,4,1130,69,8
585,Honda CB Shine,22000,42554,0,6,125,1,4
586,KTM Duke 390cc,165147,12000,0,4,390,10,9
587,Royal Enfield Classic,90000,13140,0,8,350,1,1
588,KTM RC 200cc,140000,9500,0,5,200,3,9
589,Honda CB Unicorn,16800,134200,0,10,150,9,4
590,Royal Enfield Thunderbird,70000,11000,0,7,350,3,1
591,Suzuki Gixxer SF,58000,29451,0,6,150,1,7
592,Hero Splendor Plus,32000,21884,1,8,100,10,5
593,Hyosung GT650R,230000,16150,1,8,650,89,13
594,TVS Apache RTR,91800,1050,0,2,160,1,0
595,Royal Enfield Classic,119000,10544,0,9,500,3,1
596,Hero Splendor Plus,23000,30000,0,7,100,65,5
597,KTM Duke 390cc,210000,6013,0,3,390,7,9
598,Bajaj Avenger Street,43000,17000,0,5,150,1,6
599,Bajaj Pulsar 220F,45000,5800,0,7,220,1,6
600,Hero Passion Pro,42000,6500,0,5,100,61,5
601,Benelli TNT 600,440000,10800,0,3,600,0,8
602,KTM Duke 200cc,72250,6282,0,5,200,10,9
603,Honda CBF Stunner,18200,40000,0,9,125,90,4
604,Harley-Davidson Street 750,355000,7400,0,7,750,3,14
605,Benelli TNT 300,225000,17300,0,6,300,86,8
606,Yamaha YZF-R15 150cc,106000,4508,0,4,150,3,3
607,TVS Apache RTR,58000,14000,0,5,160,1,0
608,Hyosung GT650R,395000,5000,0,6,650,12,13
609,Hyosung GT250R,140000,2881,0,7,250,1,13
610,Yamaha YZF-R1 1000cc,700000,14200,0,13,1000,2,3
611,Hero Xtreme 200R,72000,3490,0,3,200,3,5
612,Yamaha FZ16 150cc,18000,39859,0,11,150,7,3
613,Ducati Diavel 1200cc,1000000,4400,1,5,1200,76,12
614,Triumph Speed Triple,750000,9500,0,4,1050,91,2
615,Honda CB Unicorn,29000,9000,0,9,150,11,4
616,Royal Enfield Classic,120000,11795,0,5,350,10,1
617,Suzuki Hayabusa 1300cc,1260000,17000,0,4,1300,18,7
618,Indian Scout Bobber,700000,172,0,3,1130,69,17
619,Bajaj V15 150cc,35000,26000,0,2,150,3,6
620,Royal Enfield Classic,115000,14000,0,4,350,1,1
621,Hero Passion Pro,25000,20000,0,8,100,38,5
622,Royal Enfield Classic,143500,5700,0,3,350,1,1
623,Royal Enfield Classic,118000,10000,0,4,350,1,1
624,Royal Enfield Classic,129500,6300,0,3,350,1,1
625,Yamaha FZ25 ABS,138000,7253,0,2,250,2,3
626,Bajaj Avenger 220cc,63000,19333,0,4,220,2,6
627,Jawa Standard 295CC,200000,1255,0,2,295,2,15
628,Yamaha FZs 150cc,77500,45,0,3,150,1,3
629,Royal Enfield Classic,99000,32158,0,6,350,1,1
630,Bajaj Platina 100cc,27000,29858,0,4,100,1,6
631,Bajaj Avenger 220cc,44000,27000,0,6,220,1,6
632,Bajaj Pulsar 150cc,28000,70251,0,13,150,2,6
633,Yamaha SZR 150cc,22000,19000,0,9,150,1,3
634,Bajaj Platina 100cc,19000,23420,0,10,100,1,6
635,KTM RC 200cc,126999,22000,0,5,200,2,9
636,TVS Star Sport,25000,41000,0,8,100,7,0
637,Bajaj Pulsar NS200,90000,12500,0,3,200,3,6
638,Honda CB Hornet,89000,800,0,2,160,3,4
639,Bajaj Pulsar 150cc,47000,13935,0,5,150,2,6
640,Bajaj Dominar 400,119500,12000,0,4,400,1,6
641,Royal Enfield Classic,130000,20000,0,3,350,3,1
642,Bajaj Avenger Street,62000,11500,0,4,220,1,6
643,Bajaj Avenger Street,70000,7000,0,3,180,1,6
644,Bajaj Discover 100M,31000,21447,0,7,100,2,6
645,Bajaj CT 100,41500,15000,0,3,100,1,6
646,Hero Splendor Plus,52500,9000,0,3,100,1,5
647,TVS Apache RTR,36000,2980,0,6,160,1,0
648,Honda CB Shine,40000,17600,0,5,125,92,4
649,Royal Enfield Classic,143500,5700,0,3,350,1,1
650,Royal Enfield Classic,118000,10000,0,4,350,1,1
651,Royal Enfield Classic,129500,6300,0,3,350,1,1
652,Yamaha FZ25 ABS,138000,7253,0,2,250,2,3
653,Bajaj Avenger 220cc,63000,19333,0,4,220,2,6
654,Jawa Standard 295CC,200000,1255,0,2,295,2,15
655,Yamaha FZs 150cc,77500,45,0,3,150,1,3
656,Royal Enfield Classic,99000,32158,0,6,350,1,1
657,Bajaj Platina 100cc,27000,29858,0,4,100,1,6
658,Bajaj Avenger 220cc,44000,27000,0,6,220,1,6
659,Hyosung Aquila 250,160000,5000,0,6,250,3,13
660,Kawasaki Z650,470000,12000,0,3,650,3,11
661,Yamaha YZF-R1 1000cc,700000,14200,0,13,1000,2,3
662,Royal Enfield Classic,115000,14000,0,4,350,1,1
663,Honda CB Unicorn,29000,9000,0,9,150,11,4
664,TVS Apache RTR,89000,3000,0,2,160,1,0
665,Bajaj Pulsar 150cc,34000,26840,0,9,150,2,6
666,Yamaha YZF-R15 V3,112000,4000,0,3,150,48,3
667,Honda CB Trigger,27000,35000,0,7,150,9,4
668,Hero Passion Pro,25000,28000,0,8,100,1,5
669,Suzuki Gixxer SF,39100,16000,0,6,150,1,7
670,Bajaj Pulsar 220F,58500,11500,1,5,220,1,6
671,Royal Enfield Classic,126000,20556,0,6,350,93,1
672,Hero Hunk 150cc,45000,40500,0,5,150,30,5
673,Bajaj V15 150cc,48000,13000,0,5,150,1,6
674,Bajaj V15 150cc,44800,30000,0,5,150,1,6
675,Bajaj Discover 135cc,20300,39450,0,14,135,38,6
676,Bajaj Avenger Street,62000,18500,0,5,150,64,6
677,Hero Karizma ZMR,45000,23695,0,8,223,57,5
678,Bajaj V15 150cc,45000,33000,0,5,150,1,6
679,Hero CD Dawn,16000,50000,0,9,100,9,5
680,Honda CB Trigger,43300,21000,0,8,150,1,4
681,Royal Enfield Classic,135000,18100,0,5,500,1,1
682,TVS Apache RTR,70000,9761,1,5,200,1,0
683,Hero Karizma ZMR,75700,14000,0,5,223,10,5
684,Royal Enfield Thunderbird,110000,28500,0,8,500,2,1
685,Bajaj Pulsar RS200,95000,11000,0,6,200,10,6
686,Yamaha FZ16 150cc,28000,100000,0,12,150,63,3
687,Royal Enfield Classic,113000,13000,0,5,350,1,1
688,Honda CB Trigger,40000,40600,0,7,150,5,4
689,Honda Dream Yuga,24000,52345,0,7,110,30,4
690,Bajaj Pulsar RS200,101300,22500,0,4,200,16,6
691,Hero Ignitor Disc,28000,33000,0,8,125,1,5
692,Bajaj V15 150cc,57000,500,0,4,150,41,6
693,Bajaj Pulsar RS200,89100,13800,1,4,200,94,6
694,Royal Enfield Bullet,108000,5000,0,5,350,1,1
695,TVS Apache RTR,93000,7500,0,3,200,1,0
696,Bajaj Avenger Street,54000,8000,0,5,150,1,6
697,Royal Enfield Bullet,119000,1403,0,4,350,5,1
698,Hero Passion 100cc,21100,30000,0,16,100,33,5
699,Bajaj Avenger Street,75000,5399,0,4,220,2,6
700,Bajaj Pulsar 135LS,22000,40000,0,13,135,48,6
701,Bajaj Pulsar NS200,79999,10922,0,4,200,30,6
702,Suzuki Gixxer SF,85000,6000,0,4,150,61,7
703,Suzuki Gixxer 150cc,52200,4500,0,4,150,38,7
704,Bajaj V15 150cc,48000,27098,0,5,150,76,6
705,Royal Enfield Classic,120000,14164,0,6,350,27,1
706,Royal Enfield Classic,120000,16562,0,4,350,9,1
707,Hero CD Deluxe,29500,21017,0,9,100,63,5
708,Hero Splendor Plus,51300,2800,0,2,100,95,5
709,Hero Passion Pro,35242,3000,0,5,100,96,5
710,Bajaj Avenger 220cc,65000,20000,0,7,220,3,6
711,KTM RC 200cc,110000,26000,0,6,200,38,9
712,Bajaj Pulsar AS200,70000,25000,0,5,200,97,6
713,Bajaj Avenger Cruise,68000,5800,0,4,220,28,6
714,Hero Passion Xpro,30000,26000,0,8,110,98,5
715,TVS Sport 100cc,30000,8000,0,5,100,99,0
716,Yamaha FZ25 250cc,108000,9700,0,4,250,30,3
717,Bajaj Dominar 400,150000,3300,0,4,400,30,6
718,Royal Enfield Thunderbird,174600,9200,0,4,500,61,1
719,Honda CB Trigger,33000,44020,0,7,150,1,4
720,Bajaj Pulsar RS200,91500,7000,0,6,200,1,6
721,Bajaj Pulsar RS200,94500,10000,0,6,200,1,6
722,Bajaj Pulsar RS200,80000,17000,0,6,200,3,6
723,Suzuki Intruder SP,90000,12000,0,3,150,100,7
724,Bajaj Discover 125ST,26900,31000,0,8,125,5,6
725,Royal Enfield Bullet,72378,21496,0,9,350,5,1
726,Royal Enfield Bullet,110000,9000,0,4,350,28,1
727,Bajaj Discover 100cc,17500,52018,0,7,100,101,6
728,Yamaha YZF-R3 320cc,308000,16000,0,3,320,1,3
729,Bajaj Dominar 400,150800,7000,0,3,400,30,6
730,Bajaj Pulsar 150cc,55000,15558,0,4,150,30,6
731,Bajaj Pulsar RS200,110000,5700,0,6,200,2,6
732,Royal Enfield Classic,120000,28000,0,7,500,3,1
733,TVS Apache RR310,199999,6550,0,3,310,69,0
734,Yamaha YZF-R15 2.0,58000,35000,1,6,150,1,3
735,Hero Passion Xpro,32000,28329,0,6,110,102,5
736,Bajaj Discover 150cc,31500,26000,0,7,150,1,6
737,Bajaj Discover 150cc,21000,40000,0,9,150,2,6
738,Hero Passion Plus,20000,22500,0,12,100,48,5
739,Honda CB Shine,52000,3840,0,3,125,1,4
740,TVS Apache RTR,90000,2684,0,3,200,1,0
741,Royal Enfield Classic,154900,7050,0,3,350,2,1
742,Royal Enfield Thunderbird,125000,33000,0,4,350,2,1
743,Yamaha YZF-R15 V3,95000,24500,0,3,150,30,3
744,Bajaj V15 150cc,51900,25000,0,4,150,11,6
745,TVS Apache RTR,40000,34400,0,5,160,1,0
746,Bajaj Dominar 400,130000,25000,0,3,400,0,6
747,Honda CBR 150R,60000,30000,0,9,150,103,4
748,Royal Enfield Classic,133600,3000,0,5,350,1,1
749,Honda CB Shine,28000,36000,0,11,125,7,4
750,Hero Splendor Plus,20600,30000,0,9,100,99,5
751,Royal Enfield Classic,112000,25000,0,6,350,2,1
752,TVS Apache RTR,55000,20000,0,6,160,2,0
753,Honda Livo 110cc,40000,14168,0,5,110,80,4
754,Hero CBZ 150cc,21000,50000,0,10,150,18,5
755,Suzuki Gixxer SF,84000,3200,0,4,150,10,7
756,KTM Duke 390cc,160000,10500,0,5,390,61,9
757,TVS Apache RTR,74700,20194,0,2,160,104,0
758,Yamaha FZS FI,48600,20559,0,4,150,48,3
759,Honda CB Unicorn,39300,53000,0,5,160,1,4
760,Suzuki GS 150,26900,53000,0,9,150,105,7
761,Royal Enfield Machismo,100000,48000,0,12,500,3,1
762,Yamaha FZ25 250cc,85000,13000,0,4,250,1,3
763,Hero CBZ Xtreme,30000,46700,0,10,150,2,5
764,Yamaha SZ RR,61000,10000,0,4,150,11,3
765,Yamaha YZF-R15 2.0,69825,28261,0,4,150,0,3
766,Royal Enfield Bullet,85000,23399,2,6,350,106,1
767,Bajaj Discover 135cc,20000,38576,0,11,135,0,6
768,Hero CBZ Xtreme,23500,22000,0,10,150,27,5
769,Suzuki Gixxer 150cc,60000,40997,0,6,150,107,7
770,Yamaha YZF-R15 2.0,75000,39000,0,5,150,1,3
771,Royal Enfield Classic,120000,28000,0,7,500,3,1
772,TVS Apache RR310,199999,6550,0,3,310,69,0
773,Yamaha YZF-R15 2.0,58000,35000,1,6,150,1,3
774,Bajaj Discover 150cc,21000,40000,0,9,150,2,6
775,Hero Passion Plus,20000,22500,0,12,100,48,5
776,Honda CB Shine,52000,3840,0,3,125,1,4
777,Yamaha FZ S,68900,16980,1,4,150,5,3
778,TVS Apache RTR,59999,35958,0,5,200,1,0
779,Yamaha FZ V,65000,15000,0,3,150,1,3
780,Hyosung GT250R,183000,11439,0,7,250,3,13
781,TVS Apache RTR,66400,12500,0,5,180,108,0
782,Honda CB Shine,31500,56423,0,8,125,0,4
783,Royal Enfield Classic,130000,11200,0,3,350,1,1
784,Bajaj Pulsar RS200,100000,11760,0,4,200,18,6
785,TVS Apache RTR,26500,22000,0,10,160,1,0
786,Hero Honda Splendor,23000,24121,0,10,100,3,5
787,Hero Xtreme 200R,66000,1112,0,2,200,5,5
788,Yamaha YZF-R15 2.0,75000,13000,0,6,150,1,3
789,KTM RC 200cc,170000,4600,0,2,200,109,9
790,Bajaj Pulsar 150cc,45000,22000,0,6,150,3,6
791,Honda Dream Neo,36500,9000,0,3,110,1,4
792,TVS Apache RTR,40200,43000,0,7,160,7,0
793,Bajaj Discover 150cc,16000,22141,0,7,150,9,6
794,Bajaj Discover 135cc,19784,89748,0,13,135,1,6
795,Yamaha YZF-R15 V3,110900,4200,0,3,150,1,3
796,Royal Enfield Classic,135000,9000,0,3,350,1,1
797,Honda CB Hornet,72500,9500,0,4,160,30,4
798,Bajaj Platina Alloy,33000,14000,0,4,100,1,6
799,Bajaj Pulsar RS200,94300,13000,0,6,200,1,6
800,Bajaj Pulsar 220F,22000,35000,0,11,220,100,6
801,Honda CBR 150R,110000,23500,0,4,150,31,4
802,KTM RC 200cc,118000,25000,0,7,200,65,9
803,Bajaj Platina 100cc,14800,39525,0,11,100,1,6
804,Royal Enfield Thunderbird,133700,2000,0,3,350,110,1
805,Hero Ignitor 125cc,23000,25000,1,6,125,99,5
806,Bajaj Pulsar 200cc,20000,20000,0,10,200,111,6
807,Royal Enfield Classic,115000,25000,0,6,350,18,1
808,Bajaj Discover 125ST,18500,20000,0,9,125,112,6
809,Bajaj Dominar 400,170000,4000,0,3,400,2,6
810,Royal Enfield Classic,114000,7500,0,4,350,1,1
811,Hero Splendor iSmart,36000,9500,0,5,110,113,5
812,Royal Enfield Thunderbird,98000,26000,0,5,350,1,1
813,Bajaj V15 150cc,50000,17000,0,5,150,114,6
814,Bajaj Dominar 400,150800,7000,0,3,400,30,6
815,Bajaj Pulsar 150cc,55000,15558,0,4,150,30,6
816,Bajaj Pulsar RS200,110000,5700,0,6,200,2,6
817,Hero Passion Xpro,32000,28329,0,6,110,102,5
818,Bajaj Discover 150cc,31500,26000,0,7,150,1,6
819,TVS Apache RTR,90000,2684,0,3,200,1,0
820,Royal Enfield Classic,154900,7050,0,3,350,2,1
821,Royal Enfield Thunderbird,125000,33000,0,4,350,2,1
822,Yamaha YZF-R15 V3,95000,24500,0,3,150,30,3
823,Bajaj V15 150cc,51900,25000,0,4,150,11,6
824,TVS Apache RTR,40000,34400,0,5,160,1,0
825,Bajaj Dominar 400,130000,25000,0,3,400,0,6
826,Honda CBR 150R,60000,30000,0,9,150,103,4
827,Royal Enfield Classic,133600,3000,0,5,350,1,1
828,Honda CB Shine,28000,36000,0,11,125,7,4
829,Suzuki Gixxer SF,84000,3200,0,4,150,10,7
830,KTM Duke 390cc,160000,10500,0,5,390,61,9
831,TVS Apache RTR,74700,20194,0,2,160,104,0
832,Hero Splendor Plus,20600,30000,0,9,100,99,5
833,Suzuki GS 150,26900,53000,0,9,150,105,7
834,Royal Enfield Machismo,100000,48000,0,12,500,3,1
835,Yamaha FZ25 250cc,85000,13000,0,4,250,1,3
836,Hero CBZ Xtreme,30000,46700,0,10,150,2,5
837,Yamaha SZ RR,61000,10000,0,4,150,11,3
838,Yamaha YZF-R15 2.0,69825,28261,0,4,150,0,3
839,Royal Enfield Classic,117000,14640,0,5,350,48,1
840,TVS Star Sport,26000,12340,0,5,100,38,0
841,Royal Enfield Bullet,87500,13000,0,6,350,1,1
842,Bajaj Pulsar RS200,82000,17252,0,5,200,2,6
843,Hero Ignitor Disc,45000,12699,0,5,125,35,5
844,Bajaj Pulsar 150cc,20400,87000,0,11,150,1,6
845,Kawasaki Ninja 300cc,355100,1710,0,4,300,1,11
846,Kawasaki Ninja 300,310000,6000,0,2,300,31,11
847,Royal Enfield Classic,120000,5100,0,6,350,0,1
848,Honda CB Shine,52000,15583,0,4,125,0,4
849,Bajaj Pulsar 150cc,67000,26000,0,3,150,1,6
850,Royal Enfield Himalayan,180000,200,0,2,410,115,1
851,Hero Splendor NXG,22000,28938,0,9,100,9,5
852,Honda Dream Yuga,20000,18438,0,9,110,9,4
853,Bajaj Dominar 400,195000,6000,0,2,400,3,6
854,Royal Enfield Thunderbird,101900,18000,0,5,350,3,1
855,Royal Enfield Classic,108000,27000,0,6,350,1,1
856,Honda Livo 110cc,40000,14168,0,5,110,80,4
857,Hero CBZ 150cc,21000,50000,0,10,150,18,5
858,Yamaha FZS FI,48600,20559,0,4,150,48,3
859,Honda CB Unicorn,39300,53000,0,5,160,1,4
860,Honda CB Unicorn,45000,17000,0,5,160,1,4
861,Royal Enfield Thunderbird,90000,12000,0,8,500,1,1
862,KTM RC 390cc,150000,21000,0,6,390,116,9
863,Royal Enfield Classic,112000,25000,0,6,350,2,1
864,Hero Achiever Disc,45000,13400,0,4,150,117,5
865,Yamaha SZ-RR 150cc,35000,30000,1,5,150,5,3
866,TVS Apache RTR,90000,2684,0,3,200,1,0
867,TVS Apache RTR,78000,14500,0,3,200,1,0
868,Bajaj Discover 125ST,21700,28000,0,8,125,99,6
869,Bajaj Pulsar 150cc,21800,28000,0,8,150,99,6
870,Honda CBR 150R,65500,12000,0,8,150,1,4
871,Royal Enfield Thunderbird,175000,2382,0,2,350,1,1
872,KTM Duke 200cc,95000,27800,0,6,200,118,9
873,Yamaha YZF-R15 S,89025,5800,0,6,150,1,3
874,Royal Enfield Thunderbird,140000,5103,0,5,500,30,1
875,KTM Duke 125cc,145000,2476,0,2,125,104,9
876,Royal Enfield Bullet,108000,5000,0,5,350,1,1
877,TVS Apache RTR,93000,7500,0,3,200,1,0
878,Bajaj Avenger Street,54000,8000,0,5,150,1,6
879,Bajaj Pulsar AS150,63647,6750,0,5,150,2,6
880,KTM Duke 200cc,90000,31000,0,6,200,119,9
881,Royal Enfield Thunderbird,89000,6500,0,8,350,29,1
882,Bajaj V15 150cc,44000,2525,0,4,150,1,6
883,Royal Enfield Classic,82000,37654,1,9,500,9,1
884,Harley-Davidson Street 750,386000,22000,0,4,750,61,14
885,Hero CBZ Xtreme,19000,25000,0,10,150,1,5
886,Bajaj V15 150cc,52000,7845,0,5,150,1,6
887,Yamaha FZ25 250cc,115204,9000,0,4,250,69,3
888,KTM RC 390cc,147000,15000,0,6,390,18,9
889,Bajaj Pulsar 150cc,85000,2500,0,2,150,120,6
890,Bajaj Discover 125ST,33000,50000,0,9,125,35,6
891,Hero Passion Pro,18600,49660,0,12,100,1,5
892,Bajaj Discover 100cc,20000,18000,0,10,100,48,6
893,Royal Enfield Classic,120000,16562,0,4,350,9,1
894,Hero CD Deluxe,29500,21017,0,9,100,63,5
895,Hero Splendor Plus,51300,2800,0,2,100,95,5
896,Hero Passion Pro,35242,3000,0,5,100,96,5
897,Bajaj Avenger 220cc,65000,20000,0,7,220,3,6
898,Bajaj Pulsar NS160,48000,51000,0,4,160,121,6
899,Royal Enfield Bullet,119000,1403,0,4,350,5,1
900,Hero Passion 100cc,21100,30000,0,16,100,33,5
901,Suzuki Gixxer 150cc,52200,4500,0,4,150,38,7
902,Bajaj V15 150cc,48000,27098,0,5,150,76,6
903,Royal Enfield Classic,120000,14164,0,6,350,27,1
904,Bajaj Pulsar 135LS,22000,40000,0,13,135,48,6
905,Royal Enfield Classic,101500,3000,0,8,350,9,1
906,Yamaha YZF-R15 2.0,61400,33000,0,9,150,30,3
907,KTM RC 200cc,110000,26000,0,6,200,38,9
908,Bajaj Pulsar AS200,70000,25000,0,5,200,97,6
909,Bajaj Avenger Cruise,68000,5800,0,4,220,28,6
910,Hero Passion Xpro,30000,26000,0,8,110,98,5
911,TVS Sport 100cc,30000,8000,0,5,100,99,0
912,Yamaha FZ25 250cc,108000,9700,0,4,250,30,3
913,Bajaj Dominar 400,150000,3300,0,4,400,30,6
914,Royal Enfield Thunderbird,174600,9200,0,4,500,61,1
915,Honda CB Trigger,33000,44020,0,7,150,1,4
916,Royal Enfield Classic,140000,5200,0,4,500,108,1
917,Yamaha FZs 150cc,27800,20000,0,10,150,38,3
918,KTM Duke 250cc,175000,7976,0,2,250,5,9
919,Royal Enfield Bullet,110000,17000,0,5,350,9,1
920,Harley-Davidson Street 750,380000,6500,0,6,750,1,14
921,Bajaj Pulsar 200,53200,28100,0,7,200,29,6
922,Honda CBR 250R,65000,21000,0,8,250,122,4
923,Bajaj Avenger Cruise,69600,20500,0,3,220,30,6
924,Bajaj Pulsar 220cc,72000,50000,0,4,220,35,6
925,TVS Apache RTR,70000,9761,1,5,200,1,0
926,Hero Karizma ZMR,75700,14000,0,5,223,10,5
